Wall time,Step,Value
1744246340.8749115,786,49.125
1744246341.3739743,938,46.900001525878906
1744246344.9894614,2090,47.5
1744246346.888918,2698,44.96666717529297
1744246347.2212265,2804,43.8125
1744246347.863668,3009,39.592105865478516
1744246347.9244254,3028,37.849998474121094
1744246348.0176175,3058,36.404762268066406
1744246348.2005072,3116,33.869564056396484
1744246348.3989248,3179,33.11458206176758
1744246348.5550554,3228,28.420000076293945
1744246348.776637,3293,27.06999969482422
1744246349.1040416,3396,17.059999465942383
1744246349.2245607,3433,11.920000076293945
1744246349.448576,3504,10.630000114440918
1744246349.5207987,3527,9.329999923706055
1744246349.6442997,3565,7.610000133514404
1744246350.1345837,3719,6.03000020980835
1744246350.179844,3733,5.539999961853027
1744246350.2303977,3749,5.550000190734863
1744246350.3313956,3781,5.53000020980835
1744246350.4469857,3817,5.019999980926514
1744246350.5619013,3853,4.789999961853027
1744246350.7051218,3898,4.800000190734863
1744246350.731886,3906,4.730000019073486
1744246350.7830245,3922,4.179999828338623
1744246350.816064,3932,4.050000190734863
1744246350.9058328,3960,3.950000047683716
1744246350.9537623,3975,3.940000057220459
1744246350.995537,3988,3.930000066757202
1744246351.031399,3999,3.490000009536743
1744246351.118278,4026,3.4200000762939453
1744246351.172624,4043,3.490000009536743
1744246351.4316494,4124,3.319999933242798
1744246351.5305195,4155,3.380000114440918
1744246351.5697265,4167,3.4200000762939453
1744246351.6532342,4193,3.4000000953674316
1744246351.7696638,4229,3.309999942779541
1744246351.9160683,4274,3.2799999713897705
1744246351.9518905,4285,3.25
1744246352.2928846,4390,3.0799999237060547
1744246352.3345418,4403,3.0799999237060547
1744246352.4634414,4443,3.049999952316284
1744246352.5674171,4475,2.9700000286102295
1744246352.6031866,4486,2.930000066757202
1744246352.6711414,4507,2.9100000858306885
1744246352.9401534,4590,2.950000047683716
1744246353.1277778,4648,2.9700000286102295
1744246353.2916386,4699,2.9600000381469727
1744246353.3337069,4712,2.990000009536743
1744246353.4120557,4736,2.930000066757202
1744246353.49184,4761,2.9700000286102295
1744246353.537211,4775,3.0
1744246353.7441835,4839,3.0899999141693115
1744246353.7883658,4852,3.130000114440918
1744246354.0808065,4942,3.180000066757202
1744246354.1488721,4963,3.1500000953674316
1744246354.1846604,4974,3.130000114440918
1744246354.2910643,5007,3.0799999237060547
1744246354.5507674,5087,3.009999990463257
1744246354.626395,5109,2.940000057220459
1744246354.6652143,5121,2.930000066757202
1744246354.7485895,5146,2.940000057220459
1744246354.8170414,5167,2.9200000762939453
1744246355.0320666,5234,2.8399999141693115
1744246355.0610974,5243,2.799999952316284
1744246355.096613,5254,2.799999952316284
1744246355.2146025,5291,2.8399999141693115
1744246355.2405443,5299,2.7899999618530273
1744246355.27932,5311,2.799999952316284
1744246355.3170052,5323,2.7799999713897705
1744246355.408627,5352,2.890000104904175
1744246355.447184,5364,2.880000114440918
1744246355.5651164,5401,2.9200000762939453
1744246355.6028497,5413,2.9200000762939453
1744246355.6382742,5424,2.890000104904175
1744246355.7915688,5471,2.9200000762939453
1744246355.8314886,5483,2.940000057220459
1744246355.8640158,5493,2.940000057220459
1744246355.9756126,5528,2.940000057220459
1744246356.1377256,5579,3.0
1744246356.1730812,5590,2.990000009536743
1744246356.2467284,5613,3.0199999809265137
1744246356.2847385,5625,3.0199999809265137
1744246356.3170726,5635,2.9600000381469727
1744246356.3520055,5646,2.940000057220459
1744246356.4130604,5665,2.890000104904175
1744246356.4832907,5687,2.859999895095825
1744246356.5411427,5705,2.809999942779541
1744246356.6080441,5726,2.7899999618530273
1744246356.684685,5750,2.7899999618530273
1744246356.7288187,5764,2.809999942779541
1744246356.8402202,5799,2.8499999046325684
1744246356.8784835,5811,2.8299999237060547
1744246356.9165847,5823,2.8399999141693115
1744246356.9458861,5832,2.809999942779541
1744246357.02218,5856,2.7699999809265137
1744246357.0631082,5869,2.7899999618530273
1744246357.2124746,5916,2.809999942779541
1744246357.4774165,6000,3.049999952316284
1744246357.5565965,6025,3.0899999141693115
1744246357.5952182,6036,3.0999999046325684
1744246357.634101,6048,3.109999895095825
1744246357.7107437,6070,3.059999942779541
1744246357.7565534,6084,3.059999942779541
1744246357.8426986,6111,3.119999885559082
1744246357.878219,6122,3.109999895095825
1744246357.9099424,6132,3.0899999141693115
1744246357.9389687,6141,3.0899999141693115
1744246358.1754246,6216,3.25
1744246358.2137804,6228,3.25
1744246358.255958,6241,3.25
1744246358.4028788,6287,3.140000104904175
1744246358.438061,6298,3.130000114440918
1744246358.4729397,6309,3.0899999141693115
1744246358.5525029,6334,3.0899999141693115
1744246358.8472505,6426,3.0399999618530273
1744246358.891938,6440,3.0799999237060547
1744246359.0003085,6474,2.990000009536743
1744246359.077152,6498,2.930000066757202
1744246359.151051,6521,2.930000066757202
1744246359.2271938,6545,2.930000066757202
1744246359.3009217,6568,2.930000066757202
1744246359.335775,6579,2.9200000762939453
1744246359.4088328,6602,2.930000066757202
1744246359.4755504,6623,2.890000104904175
1744246359.5287406,6640,2.930000066757202
1744246359.6018038,6663,2.950000047683716
1744246359.8075767,6727,3.009999990463257
1744246359.8401878,6737,2.9700000286102295
1744246359.8725176,6747,2.9700000286102295
1744246359.9112988,6759,2.9800000190734863
1744246360.2516084,6866,3.0799999237060547
1744246360.3284564,6890,3.109999895095825
1744246360.3515768,6897,3.059999942779541
1744246360.4724333,6935,3.119999885559082
1744246360.6451662,6989,3.1500000953674316
1744246360.7153914,7011,3.140000104904175
1744246360.7503912,7022,3.0999999046325684
1744246360.8659308,7058,3.109999895095825
1744246360.9429536,7082,3.119999885559082
1744246361.1196454,7137,2.9800000190734863
1744246361.1586888,7149,2.9700000286102295
1744246361.1940856,7160,2.940000057220459
1744246361.241499,7175,2.9800000190734863
1744246361.4325771,7235,3.0
1744246361.475926,7249,3.0199999809265137
1744246361.5463252,7271,2.950000047683716
1744246361.6428201,7300,2.890000104904175
1744246361.6833375,7313,2.9100000858306885
1744246361.7213933,7325,2.9200000762939453
1744246361.7591515,7337,2.9000000953674316
1744246361.9211094,7388,2.940000057220459
1744246362.006849,7415,3.009999990463257
1744246362.0456672,7427,3.0299999713897705
1744246362.0776086,7437,3.0
1744246362.2219791,7482,2.9700000286102295
1744246362.3610184,7525,2.9000000953674316
1744246362.3962598,7536,2.869999885559082
1744246362.431444,7547,2.869999885559082
1744246362.4817548,7563,2.9200000762939453
1744246362.5108943,7572,2.9100000858306885
1744246362.5583384,7587,2.9700000286102295
1744246362.7871368,7656,2.809999942779541
1744246362.903698,7692,2.7699999809265137
1744246362.945898,7705,2.7799999713897705
1744246363.2331696,7794,2.7899999618530273
1744246363.3870356,7842,2.7899999618530273
1744246363.4226303,7853,2.809999942779541
1744246363.4577792,7864,2.7699999809265137
1744246363.4843528,7872,2.75
1744246363.5225706,7884,2.7899999618530273
1744246363.632781,7918,2.819999933242798
1744246363.756218,7956,2.740000009536743
1744246363.7913995,7967,2.75
1744246363.8629491,7989,2.7200000286102295
1744246364.013221,8036,2.759999990463257
1744246364.0514534,8048,2.7699999809265137
1744246364.175363,8086,2.799999952316284
1744246364.2113695,8097,2.7799999713897705
1744246364.2405932,8106,2.7699999809265137
1744246364.2697554,8115,2.7300000190734863
1744246364.3697634,8146,2.740000009536743
1744246364.4798055,8180,2.7300000190734863
1744246364.5155623,8191,2.7300000190734863
1744246364.6184874,8223,2.7699999809265137
1744246364.6631029,8237,2.809999942779541
1744246364.8002355,8278,2.759999990463257
1744246364.8416684,8291,2.7699999809265137
1744246364.9773493,8333,2.7100000381469727
