Wall time,Step,Value
1744246141.7817438,195,48.75
1744246142.2798517,395,49.375
1744246142.7795274,595,49.58333206176758
1744246143.2877634,795,49.6875
1744246143.8231816,995,49.75
1744246144.2398522,1147,47.79166793823242
1744246144.7516065,1347,48.10714340209961
1744246145.2393856,1547,48.34375
1744246145.7245958,1747,48.52777862548828
1744246146.2168233,1947,48.67499923706055
1744246146.701695,2147,48.79545593261719
1744246146.9672468,2256,47.0
1744246147.443284,2456,47.230770111083984
1744246147.935012,2656,47.42856979370117
1744246148.1885488,2759,45.983333587646484
1744246148.6983342,2959,46.234375
1744246149.219809,3159,46.45588302612305
1744246149.7178748,3359,46.65277862548828
1744246150.2211642,3559,46.828948974609375
1744246150.7283406,3759,46.98749923706055
1744246151.2173655,3959,47.130950927734375
1744246151.7089725,4159,47.2613639831543
1744246152.137434,4329,47.05434799194336
1744246152.631695,4529,47.17708206176758
1744246153.125271,4729,47.290000915527344
1744246153.6127052,4929,47.34000015258789
1744246154.10175,5129,47.34000015258789
1744246154.5945494,5329,47.34000015258789
1744246154.9730968,5480,46.849998474121094
1744246155.4610445,5680,46.849998474121094
1744246155.8341599,5832,46.849998474121094
1744246156.3225865,6032,46.849998474121094
1744246156.7005146,6186,46.38999938964844
1744246157.076657,6339,45.91999816894531
1744246157.5679553,6539,45.91999816894531
1744246158.061143,6739,45.91999816894531
1744246158.5552242,6939,46.83000183105469
1744246159.0751863,7139,46.83000183105469
1744246159.4682207,7293,46.369998931884766
1744246159.8991659,7448,46.88999938964844
1744246160.3347044,7607,46.47999954223633
1744246160.7508516,7767,46.08000183105469
1744246161.267135,7967,46.08000183105469
1744246161.5481024,8077,45.18000030517578
1744246161.9342105,8232,44.72999954223633
1744246162.208461,8343,43.84000015258789
1744246162.5836198,8497,43.380001068115234
1744246162.9901001,8652,43.22999954223633
1744246163.2627091,8761,42.31999969482422
1744246163.7653196,8961,42.31999969482422
1744246164.1656287,9117,41.880001068115234
1744246164.4414406,9228,40.9900016784668
1744246164.8257167,9379,40.5
1744246165.2213542,9532,40.52000045776367
1744246165.5435693,9654,39.7400016784668
1744246165.9845312,9821,39.88999938964844
1744246166.3835573,9977,39.45000076293945
1744246166.7816374,10132,39.459999084472656
1744246167.2135925,10301,39.619998931884766
1744246167.3678086,10362,38.22999954223633
1744246167.8582428,10562,38.22999954223633
1744246168.3681738,10762,38.22999954223633
1744246168.8738196,10962,38.22999954223633
1744246169.2628636,11120,38.27000045776367
1744246169.6623387,11275,38.27000045776367
1744246170.1152291,11457,38.5
1744246170.505819,11615,38.47999954223633
1744246170.7771366,11725,37.58000183105469
1744246171.1721687,11879,38.02000045776367
1744246171.4939728,12005,37.72999954223633
1744246171.7639685,12115,37.720001220703125
1744246172.2655916,12315,38.18000030517578
1744246172.6662536,12469,38.16999816894531
1744246173.1652946,12669,39.08000183105469
1744246173.5384278,12820,38.59000015258789
1744246173.945927,12975,38.58000183105469
1744246174.4341261,13156,39.279998779296875
1744246174.9733286,13356,39.77000045776367
1744246175.3521726,13508,39.7599983215332
1744246175.6278803,13615,39.61000061035156
1744246176.150794,13815,39.939998626708984
1744246176.6458662,14015,40.380001068115234
1744246177.0288997,14172,40.400001525878906
1744246177.5351574,14372,40.709999084472656
1744246177.9921138,14554,41.91999816894531
1744246178.3856106,14708,41.459999084472656
1744246178.9000285,14906,41.439998626708984
1744246179.4234686,15106,41.439998626708984
1744246179.700387,15214,40.939998626708984
1744246180.2077537,15405,41.29999923706055
1744246180.4016752,15483,40.2599983215332
1744246180.7337532,15620,40.04999923706055
1744246181.106772,15774,40.4900016784668
1744246181.391229,15893,40.13999938964844
1744246181.6639998,16005,40.0
1744246182.1366506,16205,40.900001525878906
1744246182.609774,16405,40.900001525878906
1744246183.0987911,16605,41.36000061035156
1744246183.4052732,16734,40.650001525878906
1744246183.902625,16934,41.13999938964844
1744246184.4084318,17134,41.59000015258789
1744246184.810422,17294,41.380001068115234
1744246185.1075053,17412,40.560001373291016
1744246185.6248717,17612,41.040000915527344
1744246186.0128047,17768,41.529998779296875
1744246186.4300582,17929,41.13999938964844
1744246186.73434,18050,40.349998474121094
1744246187.1776912,18225,40.529998779296875
1744246187.462553,18340,39.68000030517578
1744246187.8520312,18495,39.40999984741211
1744246188.02911,18567,38.59000015258789
1744246188.3097615,18679,37.72999954223633
1744246188.733481,18849,37.43000030517578
1744246189.0192375,18962,37.47999954223633
1744246189.3982508,19117,37.119998931884766
1744246189.6752777,19228,37.45000076293945
1744246189.7433565,19255,36.349998474121094
1744246190.02487,19369,35.95000076293945
1744246190.2728658,19469,35.7599983215332
1744246190.5464673,19581,35.7599983215332
1744246190.8297882,19696,34.90999984741211
1744246191.1134486,19811,34.060001373291016
1744246191.3751724,19916,33.11000061035156
1744246191.56491,19993,32.59000015258789
1744246191.7826827,20082,31.479999542236328
1744246192.1852233,20234,31.0
1744246192.5850139,20388,30.940000534057617
1744246193.116873,20588,31.760000228881836
1744246193.3865523,20692,30.799999237060547
1744246193.774322,20843,30.75
1744246193.969961,20919,29.899999618530273
1744246194.1189923,20977,29.270000457763672
1744246194.2808228,21040,28.149999618530273
1744246194.6917098,21198,28.579999923706055
1744246195.1029804,21353,28.579999923706055
1744246195.4086177,21471,29.040000915527344
1744246195.8270483,21634,29.549999237060547
1744246196.1176856,21745,28.959999084472656
1744246196.6248467,21945,29.829999923706055
1744246197.0532215,22106,29.889999389648438
1744246197.3283174,22209,29.809999465942383
1744246197.6050587,22318,30.6299991607666
1744246198.112985,22518,31.489999771118164
1744246198.53168,22683,32.13999938964844
1744246198.8201034,22798,32.16999816894531
1744246199.327658,22996,33.0
1744246199.5987735,23105,32.939998626708984
1744246199.7606328,23169,32.529998779296875
