Wall time,Step,Value
1744246755.1055095,162,40.5
1744246756.5496538,513,42.75
1744246757.2789195,691,43.1875
1744246757.8804572,838,41.900001525878906
1744246762.6271305,1981,45.022727966308594
1744246763.4714334,2181,45.4375
1744246766.0033739,2781,46.349998474121094
1744246766.6659768,2938,45.90625
1744246767.4910595,3138,46.14706039428711
1744246768.8250365,3458,45.5
1744246769.6544597,3658,45.724998474121094
1744246770.4853213,3858,45.92856979370117
1744246771.972484,4211,45.7717399597168
1744246772.8270197,4411,45.94791793823242
1744246774.7591715,4877,45.63999938964844
1744246775.2977405,5007,44.939998626708984
1744246776.9493778,5407,45.689998626708984
1744246777.3828712,5512,44.81999969482422
1744246779.1868608,5950,43.689998626708984
1744246779.8272405,6104,43.22999954223633
1744246780.76159,6332,41.5099983215332
1744246781.2246764,6444,40.630001068115234
1744246781.862326,6600,40.189998626708984
1744246782.5292842,6764,39.83000183105469
1744246783.1174507,6906,39.68000030517578
1744246784.7300982,7296,30.850000381469727
1744246784.9722404,7355,29.440000534057617
1744246785.1935127,7409,28.440000534057617
1744246785.2642858,7426,26.610000610351562
1744246785.3489308,7446,25.690000534057617
1744246785.6431534,7518,25.110000610351562
1744246786.2183616,7657,22.5
1744246786.564465,7741,22.290000915527344
1744246787.0953875,7870,21.200000762939453
1744246787.5726817,7986,17.719999313354492
1744246787.794182,8040,17.079999923706055
1744246787.8666832,8057,16.1299991607666
1744246787.9377847,8074,14.739999771118164
1744246788.2690747,8154,12.479999542236328
1744246788.3406963,8171,12.479999542236328
1744246788.4123552,8188,12.289999961853027
1744246788.5002208,8209,11.170000076293945
1744246788.6095335,8235,10.109999656677246
1744246788.8579724,8295,10.279999732971191
1744246789.3984153,8426,10.710000038146973
1744246789.714127,8502,10.760000228881836
1744246789.8893514,8544,10.260000228881836
1744246790.2881021,8640,9.829999923706055
1744246790.3561795,8656,9.149999618530273
1744246790.7698286,8756,8.859999656677246
1744246790.8420594,8773,8.800000190734863
1744246790.9407728,8796,8.100000381469727
1744246791.0574102,8824,7.840000152587891
1744246791.310077,8883,7.489999771118164
1744246791.4066908,8905,7.510000228881836
1744246791.7516057,8985,7.5
1744246792.440222,9145,6.610000133514404
1744246792.6986887,9206,7.039999961853027
